Species,NCBI Taxon ID,Order,Family,Genus,cytoplasm
Avipoxvirus isolate Hungary,1294100,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate ID8501092,656815,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate ID8964,656814,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Illinois,1294101,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Maryland,1294102,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Massachusetts,1294103,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Midway Islands,1294104,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Minnesota,1294105,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Mississippi,1294106,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Montana,1294107,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Nevada,1294108,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate New York,1294109,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Oregon,1294110,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate PM33/2007,468378,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate PM34/2007,468379,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate PM9/2007,468380,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Pat/07,656810,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Pennsylvania,1294111,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Sat/07,656812,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Sevilla,1511774,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate South Korea,1294112,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Spain,1294113,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Texas,1294114,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate United Kingdom,1294115,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Utah,1294116,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Vienna,405092,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Washington,1294117,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Washington DC,1294118,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Wisconsin,1294119,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate the Netherlands,1294120,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus large-billed crow/Asahikawa/Hokkaido/JPN/2008,1656227,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus penguin/AP/ARG/2007,1133595,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus pigeon/CAPM V-101/CZE/1965,856735,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus sp.,1928336,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus strain Elsharqyia_PGPV,1234869,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus white-tailed eagle/Hokkaido/JPN/2004,880350,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus wood pigeon/ER-2008/CZE,569163,Chitovirales,Poxviridae,Avipoxvirus,1
Avisivirus A,1511772,Picornavirales,Picornaviridae,Avisivirus,1
Avisivirus AVE052/AsV,2080834,Picornavirales,Picornaviridae,Avisivirus,1
Avisivirus B,1985982,Picornavirales,Picornaviridae,Avisivirus,1
Avisivirus C,1985983,Picornavirales,Picornaviridae,Avisivirus,1
Avisivirus Pf-CHK1/AsV,1766559,Picornavirales,Picornaviridae,Avisivirus,1
Avisivirus sp.,2809172,Picornavirales,Picornaviridae,Avisivirus,1
Avocet calicivirus,2212749,Picornavirales,Caliciviridae,,1
Avocet megrivirus,2212751,Picornavirales,Picornaviridae,Megrivirus,1
Avocet picornavirus,2212755,Picornavirales,,,1
Avocet picornavirus B,2212790,Durnavirales,Picobirnaviridae,,1
Avon-Heathcote Estuary associated circular virus 25,1618249,Cirlivirales,Circoviridae,,0
Avulavirus sp.,2493083,Mononegavirales,Paramyxoviridae,,1
Baku virus,1484571,Reovirales,Sedoreoviridae,Orbivirus,1
Balagodu virus,2304618,Bunyavirales,Peribunyaviridae,Orthobunyavirus,1
Bald eagle hepacivirus,2654971,Amarillovirales,Flaviviridae,Hepacivirus,1
Bald eagle poxvirus,1740857,Chitovirales,Poxviridae,Avipoxvirus,1
Balleny virus,2707195,,,,2
Bandavirus dabieense,2748958,Bunyavirales,Phenuiviridae,Bandavirus,1
Bardin virus,2707196,,,,2
Bavaria virus,2560343,Picornavirales,Caliciviridae,Bavovirus,1
Bavovirus sp.,2809180,Picornavirales,Caliciviridae,Bavovirus,1
BeAn 157575 virus,1272938,Mononegavirales,Rhabdoviridae,,1
Belem virus,2748241,Bunyavirales,Peribunyaviridae,,1
Bellingshausen virus,2707197,,,,2
Bengalese munia circovirus,39725,Cirlivirales,Circoviridae,,0
Betacoronavirus 1,694003,Nidovirales,Coronaviridae,Betacoronavirus,1
Bird calicivirus,3069714,Picornavirales,Caliciviridae,,1
Bird parvovirus,3029445,Piccovirales,Parvoviridae,,0
Birnavirus sp.,41996,,Birnaviridae,,1
Biscoe virus,2707198,,,,2
Blackbird arilivirus,2099352,Picornavirales,,,1
Blackbird siadenovirus,2936980,Rowavirales,Adenoviridae,Siadenovirus,0
Blencathra virus,2776961,Stellavirales,Astroviridae,,1
Blue tit circovirus,2495901,Cirlivirales,Circoviridae,Circovirus,0
Blue tit hepacivirus,2777463,Amarillovirales,Flaviviridae,Hepacivirus,1
Bobaya virus,2818228,Bunyavirales,Peribunyaviridae,Orthobunyavirus,1
Bonasa bonasia parvoviridae sp.,2794468,Piccovirales,Parvoviridae,,0
Borchgrevink virus,2707199,,,,2
Bransfield virus,2707200,,,,2
Brazilian bird anellovirus type 1,2604331,,Anelloviridae,,0
Brazilian bird anellovirus type 2,2604332,,Anelloviridae,,0
Brazilian bird anellovirus type 3,2604333,,Anelloviridae,,0
Brazilian penguinpox virus,1291378,Chitovirales,Poxviridae,Avipoxvirus,1
British Admiral virus,2776966,Picornavirales,Picornaviridae,,1
Bruce virus,2707201,,,,2
Bruthen virus,2776920,Bunyavirales,Phenuiviridae,Phlebovirus,1
Bubo bubo herpesvirus,2489502,Herpesvirales,,,0
Budgerigar adenovirus 1,608831,Rowavirales,Adenoviridae,Siadenovirus,0
Buffalo Bayou virus,2651592,Bunyavirales,Hantaviridae,Orthohantavirus,1
Bulbul coronavirus HKU11,574549,Nidovirales,Coronaviridae,Deltacoronavirus,1
Buldecovirus sp.,2832629,Nidovirales,Coronaviridae,Deltacoronavirus,1
Burhinus oedicnemus herpesvirus,548681,,,,2
Buteo buteo herpesvirus,2928393,Herpesvirales,,,0
Byrd virus,2707203,,,,2
CRESS DNA virus,3138951,,,,2
Cacatuid alphaherpesvirus 1,2115842,Herpesvirales,Orthoherpesviridae,,0
Cacatuid alphaherpesvirus 2,2604840,Herpesvirales,Orthoherpesviridae,,0
Caliciviridae sp.,1916234,Picornavirales,Caliciviridae,,1
Calicivirus chicken/V0013/Bayern/2004,1001627,Picornavirales,Caliciviridae,,1
Calicivirus chicken/V0021/Bayern/2004,889389,Picornavirales,Caliciviridae,,1
Calicivirus chicken/V0027/Bayern/2004,1001628,Picornavirales,Caliciviridae,,1
Calonectris borealis alphaherpesvirus,3129245,Herpesvirales,Orthoherpesviridae,,0
Canada goose coronavirus,2569586,Nidovirales,Coronaviridae,Gammacoronavirus,1
Canary chaphamaparvovirus 1,3085220,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Canary chaphamaparvovirus 2,3085221,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Canary dependoparvovirus 1,3085222,Piccovirales,Parvoviridae,Dependoparvovirus,0
Canary dependoparvovirus 2,3085223,Piccovirales,Parvoviridae,Dependoparvovirus,0
Canarypox virus,44088,Chitovirales,Poxviridae,Avipoxvirus,1
Cape sugarbird pox virus,1692171,Chitovirales,Poxviridae,Avipoxvirus,1
Carnarvon virus,2776962,Stellavirales,Astroviridae,,1
Carpodacus sibiricus Genomoviridae sp.,2814940,Geplafuvirales,Genomoviridae,,0
Carpodacus sibiricus parvoviridae sp.,2794469,Piccovirales,Parvoviridae,,0
Cataraqui virus,2776967,Reovirales,Spinareoviridae,Orthoreovirus,1
Caudoviricetes sp.,2832643,,,,2
Cecropis daurica CRESS-DNA-virus sp.,2815023,,,,2
Cecropis daurica Genomoviridae sp.,2814941,Geplafuvirales,Genomoviridae,,0
Cecropis daurica parvoviridae sp.,2794470,Piccovirales,Parvoviridae,,0
Chaphamaparvovirus anseriform 7,3104763,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform 8,3104764,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform 9,3104765,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform1,3059857,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform2,3059858,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform3,3059859,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform4,3059860,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform5,3059861,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus anseriform6,3059862,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus avian1,3059863,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus galliform1,3052106,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus galliform2,3052107,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus galliform3,3052108,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus galliform4,3052109,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus galliform5,3052110,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus gruiform1,3059865,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus gruiform2,3059866,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus gruiform3,3059867,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus gruiform4,3059868,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus gyb-MR3/2015/HUN,2785213,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus psittacine1,3052112,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus sp.,2809295,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chaphamaparvovirus strigiform1,3059872,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chapparvovirus sp.,2448649,Piccovirales,Parvoviridae,Chapparvovirus,0
Charcot virus,2707204,,,,2
Chatham orthoreovirus,2737666,Reovirales,Spinareoviridae,Orthoreovirus,1
Chestnut teal aalivirus,2759411,Picornavirales,Picornaviridae,Aalivirus,0
Chestnut teal astrovirus,2798290,Stellavirales,Astroviridae,,1
Chestnut teal chaphamaparvovirus,2759402,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chestnut teal chaphamaparvovirus 1,2759403,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chestnut teal chaphamaparvovirus 2,2759404,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chestnut teal chaphamaparvovirus 3,2759405,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Chestnut teal megrivirus,2759413,Picornavirales,Picornaviridae,Megrivirus,1
Chestnut teal sicinivirus-like virus,2759416,Picornavirales,Picornaviridae,Sicinivirus,1
Chicken associated smacovirus,1932006,Cremevirales,Smacoviridae,Huchismacovirus,0
Chicken astrovirus,336959,Stellavirales,Astroviridae,Avastrovirus,1
Chicken astrovirus 2,544801,Stellavirales,Astroviridae,Avastrovirus,1
Chicken chapparvovirus 1,2109366,Piccovirales,Parvoviridae,,0
Chicken circovirus 2,2735304,Cirlivirales,Circoviridae,Circovirus,0
Chicken circovirus 3,2735305,Cirlivirales,Circoviridae,Circovirus,0
Chicken circovirus 4,2682574,Cirlivirales,Circoviridae,Circovirus,0
Chicken circovirus 5,2681776,Cirlivirales,Circoviridae,Circovirus,0
Chicken circovirus SDWF,2518641,Cirlivirales,Circoviridae,,0
Chicken cyclovirus mg4_1122,2720954,Cirlivirales,Circoviridae,Cyclovirus,0
Chicken cyclovirus mg5_2967,2720955,Cirlivirales,Circoviridae,Cyclovirus,0
Chicken cyclovirus mg7_102,2720956,Cirlivirales,Circoviridae,Cyclovirus,0
Chicken enteric coronavirus,229103,Nidovirales,Coronaviridae,,1
Chicken gallivirus 1,1534550,Picornavirales,Picornaviridae,Gallivirus,1
Chicken genomovirus,1985367 ,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg2_274u,2720937,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg2_75,2720938,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg2_77,2720939,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg4_1107,2720940,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg4_1196,2720943,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg4_1210,2720944,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg4_1259,2720947,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg7_70,2720948,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg7_74,2720950,Geplafuvirales,Genomoviridae,,0
Chicken genomovirus mg8_416,2720953,Geplafuvirales,Genomoviridae,,0
Chicken parvovirus 109/HRV/2009,1081804,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 347/HUN/2008,762506,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 348/HUN/2008,762507,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 399/HRV/2010,1081806,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 404/HRV/2010,1081805,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 458/HRV/2010,1081802,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 478/HRV/2010,1081807,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 528/HUN/2009,762508,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 5B8/2009,703584,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus 92/HRV/2009,1081803,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus A1/HUN/2009,762509,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus ABU/HUN/2009,762510,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus B1/HUN/2009,762511,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch1514/2007/HUN,881301,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch1515/2007/HUN,881302,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch189/2009/HUN,881303,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch538/2009/HUN,881304,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch5596_10/2010/HUN,881305,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch5596_13/2010/HUN,881306,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch5596_18/2010/HUN,881307,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch5596_7/2010/HUN,881308,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch841_3/2009/HUN,881309,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch852/2009/HUN,881310,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Ch_114_10,1090532,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken parvovirus Cro/Glog/2010,1048871,Piccovirales,Parvoviridae,Protoparvovirus,0
Chicken picobirnavirus,1930304,Durnavirales,Picobirnaviridae,Picobirnavirus,1
Chicken picornavirus,1819751,Picornavirales,Picornaviridae,,1
Chicken picornavirus 1,1534544,Picornavirales,Picornaviridae,,1
Chicken picornavirus 4,1534547,Picornavirales,Picornaviridae,,1
Chicken picornavirus HK-2014,1566337,Picornavirales,Picornaviridae,,1
Chicken picornavirus UCC13,1839669,Picornavirales,Picornaviridae,,1
Chicken proventricular necrosis virus,908207,,Birnaviridae,,1
Chicken proventriculitis virus,1566005,Picornavirales,Picornaviridae,,1
Chicken proventriculitis-associated circular virus 1,2875658,,,,2
Chicken proventriculitis-associated circular virus 10,2875663,,,,2
Chicken proventriculitis-associated circular virus 11,2875664,,,,2
Chicken proventriculitis-associated circular virus 12,2875665,,,,2
Chicken proventriculitis-associated circular virus 14,2875669,,,,2
Chicken proventriculitis-associated circular virus 15,2875670,,,,2
Chicken proventriculitis-associated circular virus 16,2875671,,,,2
Chicken proventriculitis-associated circular virus 17,2875672,,,,2
Chicken proventriculitis-associated circular virus 18,2875673,,,,2
Chicken proventriculitis-associated circular virus 19,2875674,,,,2
Chicken proventriculitis-associated circular virus 2,2875659,,,,2
Chicken proventriculitis-associated circular virus 20,2875675,,,,2
Chicken proventriculitis-associated circular virus 21,2875676,,,,2
Chicken proventriculitis-associated circular virus 22,2875677,,,,2
Chicken proventriculitis-associated circular virus 23,2875678,,,,2
Chicken proventriculitis-associated circular virus 24,2875679,,,,2
Chicken proventriculitis-associated circular virus 26,2875680,,,,2
Chicken proventriculitis-associated circular virus 27,2875681,,,,2
Chicken proventriculitis-associated circular virus 28,2875682,,,,2
Chicken proventriculitis-associated circular virus 29,2875683,,,,2
Chicken proventriculitis-associated circular virus 3,2875660,,,,2
Chicken proventriculitis-associated circular virus 30,2875684,,,,2
Chicken proventriculitis-associated circular virus 4,2875661,,,,2
Chicken proventriculitis-associated circular virus 5,2875662,,,,2
Chicken proventriculitis-associated circular virus 7,2875666,,,,2
Chicken proventriculitis-associated circular virus 8,2875667,,,,2
Chicken proventriculitis-associated circular virus 9,2875668,,,,2
Chicken smacovirus mg2_55,2720957,Cremevirales,Smacoviridae,,0
Chicken smacovirus mg5_1444,2720963,Cremevirales,Smacoviridae,,0
Chicken smacovirus mg6_1052,2720964,Cremevirales,Smacoviridae,,0
Chicken smacovirus mg7_57,2720965,Cremevirales,Smacoviridae,,0
Chicken smacovirus mg8_345,2720967,Cremevirales,Smacoviridae,,0
Chicken stool associated circular virus 1,2109373,,,,2
Chicken stool associated circular virus 2,2109374,,,,2
Chicken stool-associated circular virus,1930302,,,,2
Chicken virus mg4_1578,2720900,,,,2
Chicken virus mg4_2302,2720901,,,,2
Chicken virus mg4_280,2720902,,,,2
Chicken virus mg4_657,2720903,,,,2
Chicken virus mg5_1345,2720904,,,,2
Chicken virus mg5_2197,2720905,,,,2
Chicken virus mg5_2676,2720906,,,,2
Chicken virus mg6_1197,2720908,,,,2
Chicken virus mg6_2056,2720909,,,,2
Chicken virus mg7_41u,2720910,,,,2
Chicken virus mg7_59,2720911,,,,2
Chicken virus mg8_273,2720912,,,,2
Chicken virus mg8_324,2720913,,,,2
Chimeric virus 14,1608440,,,,2
Chimney swift adenovirus 1,2510842,Rowavirales,Adenoviridae,,0
Chinstrap penguin adenovirus 1,1434087,Rowavirales,Adenoviridae,Mastadenovirus,0
Chinstrap penguin adenovirus 3,1434089,Rowavirales,Adenoviridae,Mastadenovirus,0
Chinstrap penguin adenovirus 4,1434090,Rowavirales,Adenoviridae,Mastadenovirus,0
Chinstrap penguin adenovirus 5,1434091,Rowavirales,Adenoviridae,Mastadenovirus,0
Chinstrap penguin adenovirus 6,1434092,Rowavirales,Adenoviridae,Mastadenovirus,0
Chinstrap penguin adenovirus 7,1434093,Rowavirales,Adenoviridae,Mastadenovirus,0
Chinstrap penguin adenovirus 8,1434094,Rowavirales,Adenoviridae,Mastadenovirus,0
Chloris chloris herpesvirus,2928394,Herpesvirales,,,0
Christensen virus,2707205,,,,2
Chrysolophus pictus CRESS-DNA-virus sp.,2815020,,,,2
Chrysolophuspictus parvoviridae sp.,2794471,Piccovirales,Parvoviridae,,0
Chuviridae sp.,2809007,Jingchuvirales,Chuviridae,,1
Ciconia boyciana CRESS-DNA-virus sp.,2815024,,,,2
Ciconia boyciana Circoviridae sp.,2814997,Cirlivirales,Circoviridae,,0
Ciconia boyciana parvo-like hybrid virus,2794504,Piccovirales,Parvoviridae,,0
Ciconia boyciana parvoviridae sp.,2794472,Piccovirales,Parvoviridae,,0
Ciconiid herpesvirus 1,2605648,Herpesvirales,,,0
Circoviridae TaCV1,2094724,Cirlivirales,Circoviridae,,0
Circoviridae TaCV2,2094725,Cirlivirales,Circoviridae,,0
Circoviridae sp.,1954248,Cirlivirales,Circoviridae,,0
Circovirus NG_chicken17,742980,Cirlivirales,Circoviridae,Circovirus,0
Circovirus NG_chicken20,742984,Cirlivirales,Circoviridae,Circovirus,0
Circovirus NG_chicken21,742985,Cirlivirales,Circoviridae,Circovirus,0
Circovirus NG_chicken25,742989,Cirlivirales,Circoviridae,Circovirus,0
Circovirus NG_chicken33,742994,Cirlivirales,Circoviridae,Circovirus,0
Circovirus NG_chicken38,742997,Cirlivirales,Circoviridae,Circovirus,0
Circovirus NG_chicken39,742998,Cirlivirales,Circoviridae,Circovirus,0
Circovirus NG_chicken5,742999,Cirlivirales,Circoviridae,Circovirus,0
Circovirus canary,3047720,Cirlivirales,Circoviridae,Circovirus,0
Circovirus duck,3047813,Cirlivirales,Circoviridae,Circovirus,0
Circovirus finch,3047835,Cirlivirales,Circoviridae,Circovirus,0
Circovirus goose,3047842,Cirlivirales,Circoviridae,Circovirus,0
Circovirus gull,3047861,Cirlivirales,Circoviridae,Circovirus,0
Circovirus parrot,3047561,Cirlivirales,Circoviridae,Circovirus,0
Circovirus penguin,3048261,Cirlivirales,Circoviridae,Circovirus,0
Circovirus pigeon,3050342,Cirlivirales,Circoviridae,Circovirus,0
Circovirus raven,3048293,Cirlivirales,Circoviridae,Circovirus,0
Circovirus sp.,1964372,Cirlivirales,Circoviridae,Circovirus,0
Circovirus starling,3048341,Cirlivirales,Circoviridae,Circovirus,0
Circovirus swan,3048350,Cirlivirales,Circoviridae,Circovirus,0
Circovirus zebrafinch,3048458,Cirlivirales,Circoviridae,Circovirus,0
Coelho virus,2707206,,,,2
Columba livia papillomavirus 1,3080879,Zurhausenvirales,Papillomaviridae,,0
Columba palumbus herpesvirus,2928402,Herpesvirales,,,0
Comazfec virus 1,3112648,,,,2
Comazfec virus 10,3112657,,,,2
Comazfec virus 11,3112658,,,,2
Comazfec virus 12,3112659,,,,2
Comazfec virus 13,3112660,,,,2
Comazfec virus 14,3112661,,,,2
Comazfec virus 15,3112662,,,,2
Comazfec virus 16,3112663,,,,2
Comazfec virus 17,3112664,,,,2
Comazfec virus 2,3112649,,,,2
Comazfec virus 3,3112650,,,,2
Comazfec virus 4,3112651,,,,2
Comazfec virus 5,3112652,,,,2
Comazfec virus 6,3112653,,,,2
Comazfec virus 7,3112654,,,,2
Comazfec virus 8,3112655,,,,2
Comazfec virus 9,3112656,,,,2
Common blackbird circovirus,39725,Cirlivirales,Circoviridae,,0
Common bullfinch circovirus,39725,Cirlivirales,Circoviridae,,0
Common buzzard alphaherpesvirus,690691,Herpesvirales,Orthoherpesviridae,,0
Common crossbill circovirus,39725,Cirlivirales,Circoviridae,,0
Common grenadier circovirus,39725,Cirlivirales,Circoviridae,,0
Common moorhen coronavirus HKU21,1159902,Nidovirales,Coronaviridae,Deltacoronavirus,1
Common starling circovirus,349370,Cirlivirales,Circoviridae,Circovirus,0
Condorpox virus,3049970,Chitovirales,Poxviridae,Avipoxvirus,1
Cook virus,2707207,,,,2
Cooks petrelpox virus,3019552,Chitovirales,Poxviridae,,0
Cooper virus,2707208,,,,2
Cope virus,2707209,,,,2
Coronavirus Anas/p42/2005/GBR,643400,Nidovirales,Coronaviridae,,1
Coronavirus Anas/p71/2005/GBR,643397,Nidovirales,Coronaviridae,,1
Coronavirus HKU15,1965089,Nidovirales,Coronaviridae,Deltacoronavirus,1
Coronavirus PREDICT_CoV-100,2717633,Nidovirales,Coronaviridae,,1
Coronavirus oystercatcher/p17/2006/GBR,643399,Nidovirales,Coronaviridae,,1
Coronavirus red knot/p60/2006/GBR,643398,Nidovirales,Coronaviridae,,1
Corvid orthoreovirus,2737667,Reovirales,Spinareoviridae,Orthoreovirus,1
Corvus cornix herpesvirus,2928395,Herpesvirales,,,0
Corvus corone cornix 2002 orthoreovirus,381199,Reovirales,Spinareoviridae,Orthoreovirus,1
Corvus monedula herpesvirus,2928396,Herpesvirales,,,0
Crahelivirus A,2734526,Picornavirales,Picornaviridae,Crahelivirus,1
Cressdnaviricota sp.,2748378,,,,2
Cressvirus meleagris1922,3116679,,,,2
Cressvirus meleagris952,3116680,,,,2
Crow astrovirus,2976362,Stellavirales,Astroviridae,,1
Crow circovirus,39725,Cirlivirales,Circoviridae,,0
Crowpox virus,2942216,Chitovirales,Poxviridae,,0
Crucivirus sp.,2569971,,,,2
Culex negev-like virus 3,2010275,,,,2
Cyanistes caeruleus herpesvirus,2717889,Herpesvirales,,,0
Cyanopica cyanus CRESS-DNA-virus sp.,2815025,,,,2
Cyanopica cyanus parvoviridae sp.,2794473,Piccovirales,Parvoviridae,,0
Cyanoramphus nest associated circular K DNA virus,1282444,,,,2
Cyanoramphus nest associated circular X DNA virus,1282443,,,,2
Cyclovirus NG_chicken11,742974,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken12,742975,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken13,742976,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken14,742977,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken15,742978,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken16,742979,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken18,742981,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken19,742982,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken2,742983,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken22,742986,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken23,742987,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken24,742988,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken26,742990,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken3,742991,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken31,742992,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken32,742993,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken36,742995,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken37,742996,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken6,743000,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken7,743001,Cirlivirales,Circoviridae,Cyclovirus,0
