,scientific name,alternative name,taxid,order,family,mass,trophic level,trophic niche,primary lifestyle,range size,habitat,habitat density,migration,evolutionary distinctiveness
360,Anas versicolor,,75863,Anseriformes,Anatidae,595.21,Herbivore,Herbivore aquatic,Aquatic,3071768.07,Wetland,3,2,111.12459498657536
361,Egretta garzetta,,188379,Pelecaniformes,Ardeidae,312.0,Carnivore,Aquatic predator,Terrestrial,34141787.35,Wetland,3,2,111.12459498767782
362,Nisaetus nipalensis,,214438,Accipitriformes,Accipitridae,3004.99,Carnivore,Vertivore,Insessorial,2149247.14,Forest,1,1,111.12459498687927
363,Sula dactylatra,,56068,Suliformes,Sulidae,1732.08,Carnivore,Aquatic predator,Aerial,130196617.9,Marine,3,2,111.1245949874482
364,Chroicocephalus scopulinus,Larus scopulinus,126716,Charadriiformes,Laridae,258.0,Carnivore,Omnivore,Generalist,101834.52,Coastal,3,1,111.12459498699609
365,Columba livia,,8932,Columbiformes,Columbidae,354.2,Herbivore,Granivore,Terrestrial,17464191.46,Human Modified,3,1,111.12459498654248
366,Agapornis roseicollis,,60468,Psittaciformes,Psittacidae,53.83,Herbivore,Granivore,Terrestrial,455619.05,Shrubland,2,1,111.12459498676633
367,Aix sponsa,,8833,Anseriformes,Anatidae,657.59,Herbivore,Omnivore,Generalist,6191757.66,Wetland,3,1,111.12459498654972
368,Heteronetta atricapilla,,555264,Anseriformes,Anatidae,538.37,Herbivore,Herbivore aquatic,Aquatic,1954559.19,Wetland,3,1,111.1245949865156
369,Pionus maximiliani,,303305,Psittaciformes,Psittacidae,293.0,Herbivore,Granivore,Insessorial,4524942.98,Forest,1,1,111.1245949867976
370,Accipiter gentilis schvedowi,Accipiter gentilis,258924,Accipitriformes,Accipitridae,866.04,Carnivore,Vertivore,Generalist,31775270.74,Forest,1,2,111.12459498710872
371,Anser brachyrhynchus,,132585,Anseriformes,Anatidae,2642.04,Herbivore,Herbivore terrestrial,Terrestrial,190949.74,Grassland,3,3,111.12459498669196
372,Pyrrhula erythaca,,175815,Passeriformes,Fringillidae,19.0,Herbivore,Omnivore,Insessorial,2188959.5,Forest,1,1,111.12459498731344
373,Falco punctatus,,148596,Falconiformes,Falconidae,167.41,Carnivore,Vertivore,Generalist,157.55,Forest,3,1,111.12459498638349
374,Megadyptes antipodes,,37085,Sphenisciformes,Spheniscidae,5326.24,Carnivore,Aquatic predator,Aquatic,80802.25,Marine,3,1,111.12459498693728
375,Haematopus ater,,185689,Charadriiformes,Haematopodidae,724.0,Carnivore,Aquatic predator,Terrestrial,383710.86,Coastal,3,1,111.12459498688352
376,Anas acuta,,28680,Anseriformes,Anatidae,944.62,Herbivore,Herbivore aquatic,Aquatic,28403500.77,Wetland,3,3,111.12459498654869
377,Sula sula,,57662,Suliformes,Sulidae,1031.1,Carnivore,Aquatic predator,Aerial,122459893.2,Marine,3,2,111.1245949875206
378,Bubulcus ibis,,110668,Pelecaniformes,Ardeidae,365.95,Carnivore,Omnivore,Terrestrial,62451101.72,Human Modified,3,2,111.12459498743736
379,Charadrius ruficapillus,,50399,Charadriiformes,Charadriidae,37.4,Carnivore,Aquatic predator,Terrestrial,4811331.66,Coastal,3,2,111.12459498675813
380,Scolopax rusticola,,100826,Charadriiformes,Scolopacidae,308.31,Carnivore,Omnivore,Terrestrial,15129244.23,Forest,3,3,111.1245949861462
381,Primolius auricollis,,178892,Psittaciformes,Psittacidae,245.0,Herbivore,Omnivore,Insessorial,838451.74,Woodland,2,1,111.12459498704273
382,Amaurornis phoenicurus,,261959,Gruiformes,Rallidae,180.0,Carnivore,Aquatic predator,Terrestrial,9839893.66,Wetland,2,1,111.12459498638272
383,Turdus pilaris,,357736,Passeriformes,Turdidae,106.0,Carnivore,Invertivore,Generalist,15234795.02,Forest,1,3,111.12459498769906
384,Progne subis,,173220,Passeriformes,Hirundinidae,53.79,Carnivore,Invertivore,Aerial,5698973.38,Forest,2,1,111.12459498709464
385,Melopsittacus undulatus,,13146,Psittaciformes,Psittaculidae,28.99,Herbivore,Granivore,Generalist,5879807.51,Woodland,3,2,111.12459498649184
386,Bombycilla garrulus,,125297,Passeriformes,Bombycillidae,54.41,Herbivore,Omnivore,Insessorial,12792145.0,Forest,1,3,111.1245949864535
387,Pluvialis dominica,,240205,Charadriiformes,Charadriidae,151.47,Carnivore,Invertivore,Terrestrial,3598916.91,Grassland,3,3,111.12459498686292
388,Cacatua ophthalmica,,141835,Psittaciformes,Cacatuidae,492.0,Herbivore,Granivore,Insessorial,32330.97,Forest,1,1,111.12459498732431
389,Gallinago gallinago,,107377,Charadriiformes,Scolopacidae,112.94,Carnivore,Aquatic predator,Terrestrial,32090897.74,Wetland,3,3,111.12459498676188
390,Calypte costae,,371909,Apodiformes,Trochilidae,3.09,Herbivore,Nectarivore,Aerial,563636.0,Shrubland,2,3,111.12459498823682
391,Regulus satrapa,,13245,Passeriformes,Regulidae,6.19,Carnivore,Invertivore,Insessorial,6348089.15,Forest,1,3,111.12459498690052
392,Cacatua sulphurea,,141271,Psittaciformes,Cacatuidae,303.34,Herbivore,Granivore,Insessorial,258063.14,Forest,2,1,111.1245949873673
393,Branta ruficollis,,184715,Anseriformes,Anatidae,1226.47,Herbivore,Herbivore terrestrial,Terrestrial,754114.0,Grassland,3,3,111.12459498659292
394,Odontophorus gujanensis,,886794,Galliformes,Odontophoridae,314.06,Herbivore,Omnivore,Terrestrial,7536115.55,Forest,1,1,111.12459498680452
395,Cyrtonyx montezumae,,9017,Galliformes,Odontophoridae,185.38,Herbivore,Omnivore,Terrestrial,845772.95,Forest,2,1,111.12459498712587
396,Petroica australis,,256038,Passeriformes,Petroicidae,31.33,Carnivore,Invertivore,Insessorial,80383.89,Forest,2,2,111.12459498780484
397,Melanitta perspicillata,,371863,Anseriformes,Anatidae,1096.33,Carnivore,Aquatic predator,Aquatic,4808381.84,Wetland,3,3,111.12459498653747
398,Arenaria interpres,,54971,Charadriiformes,Scolopacidae,135.98,Carnivore,Aquatic predator,Terrestrial,2619753.6,Coastal,3,3,111.1245949866472
399,Alopochen aegyptiaca,,30382,Anseriformes,Anatidae,1873.0,Herbivore,Omnivore,Generalist,17452607.3,Wetland,3,2,111.12459498652876
400,Sula leucogaster,,57661,Suliformes,Sulidae,1288.82,Carnivore,Aquatic predator,Aerial,26818777.48,Marine,3,2,111.1245949874397
401,Cacatua tenuirostris,,1344800,Psittaciformes,Cacatuidae,566.61,Herbivore,Granivore,Terrestrial,381524.01,Woodland,2,1,111.1245949873704
402,Lonchura atricapilla,,1036803,Passeriformes,Estrildidae,12.4,Herbivore,Granivore,Generalist,4115354.57,Wetland,3,1,111.12459498675994
403,Phylloscopus coronatus,,125291,Passeriformes,Phylloscopidae,10.1,Carnivore,Invertivore,Insessorial,2148136.05,Woodland,2,3,111.12459498663308
404,Ficedula zanthopygia,,369970,Passeriformes,Muscicapidae,12.11,Carnivore,Invertivore,Insessorial,2688431.56,Forest,1,3,111.1245949872784
405,Geothlypis trichas,,135433,Passeriformes,Parulidae,9.54,Carnivore,Invertivore,Insessorial,12826786.25,Wetland,1,3,111.12459498710218
406,Coragyps atratus,,33614,Accipitriformes,Cathartidae,1881.69,Omnivore,Scavenger,Terrestrial,21173636.93,Human Modified,3,2,111.1245949885901
407,Pluvialis fulva,,371922,Charadriiformes,Charadriidae,134.9,Carnivore,Omnivore,Terrestrial,2241495.9,Grassland,3,3,111.12459498690924
408,Coturnix coturnix,,9091,Galliformes,Phasianidae,96.28,Herbivore,Granivore,Terrestrial,21283218.76,Human Modified,3,3,111.12459498664865
409,Pavo muticus,,9050,Galliformes,Phasianidae,2205.71,Carnivore,Invertivore,Terrestrial,1114252.33,Woodland,2,1,111.1245949867568
410,Erithacus rubecula,,37610,Passeriformes,Turdidae,17.7,Carnivore,Omnivore,Generalist,10001378.73,Forest,1,3,111.12459498800042
411,Gallus gallus bankiva,Gallus gallus,208525,Galliformes,Phasianidae,751.72,Herbivore,Omnivore,Terrestrial,5096258.34,Forest,1,1,111.1245949867023
412,Platycercus elegans,,269190,Psittaciformes,Psittacidae,123.86,Herbivore,Omnivore,Insessorial,743635.36,Forest,1,1,111.12459498657849
413,Regulus regulus,,68468,Passeriformes,Regulidae,5.54,Carnivore,Invertivore,Insessorial,13206760.36,Forest,1,3,111.12459498706112
414,Carpodacus roseus,,175933,Passeriformes,Fringillidae,28.6,Herbivore,Granivore,Insessorial,5619015.79,Forest,2,3,111.12459498735664
415,Vini kuhlii,,2267889,Psittaciformes,Psittaculidae,40.0,Herbivore,Herbivore terrestrial,Insessorial,37.9,Forest,2,1,111.12459498698576
416,Phylloscopus fuscatus,,56430,Passeriformes,Phylloscopidae,8.74,Carnivore,Invertivore,Insessorial,11609109.62,Wetland,1,3,111.1245949865369
417,Carpodacus erythrinus,,175930,Passeriformes,Fringillidae,23.97,Herbivore,Granivore,Insessorial,23264611.24,Shrubland,2,3,111.12459498732296
418,Coccothraustes coccothraustes,,37609,Passeriformes,Fringillidae,56.63,Herbivore,Omnivore,Insessorial,12197802.66,Forest,1,2,111.12459498708375
419,Ixobrychus minutus,,498209,Pelecaniformes,Ardeidae,99.49,Carnivore,Aquatic predator,Terrestrial,29368135.64,Wetland,1,3,111.12459498699276
420,Chauna torquata,,30388,Anseriformes,Anhimidae,4400.0,Herbivore,Herbivore aquatic,Terrestrial,3828524.39,Wetland,3,1,111.12459498715018
421,Empidonax alnorum,,209618,Passeriformes,Tyrannidae,12.7,Carnivore,Invertivore,Insessorial,7110677.02,Shrubland,1,3,111.12459498704683
422,Larus californicus,,126681,Charadriiformes,Laridae,683.39,Omnivore,Omnivore,Terrestrial,1997786.84,Coastal,3,2,111.12459498648462
423,Mareca penelope,Anas penelope,8838,Anseriformes,Anatidae,770.03,Herbivore,Omnivore,Terrestrial,16342850.08,Wetland,3,3,111.12459498699609
424,Lanius collurio,,56324,Passeriformes,Laniidae,28.44,Carnivore,Invertivore,Insessorial,10799323.67,Woodland,3,3,111.1245949868282
425,Phoenicopterus chilensis,,117000,Phoenicopteriformes,Phoenicopteridae,2277.0,Carnivore,Aquatic predator,Terrestrial,3269778.02,Wetland,3,1,111.12459498692196
426,Phylloscopus proregulus,,56435,Passeriformes,Phylloscopidae,6.0,Carnivore,Invertivore,Insessorial,5259814.86,Forest,1,3,111.12459498664604
427,Anser anser domesticus,Anser anser,8843,Anseriformes,Anatidae,3302.41,Herbivore,Herbivore terrestrial,Terrestrial,13285537.12,Wetland,3,3,111.12459498667975
428,Spatula clypeata,Anas clypeata,75838,Anseriformes,Anatidae,612.56,Omnivore,Aquatic predator,Aquatic,27068888.24,Wetland,3,3,111.12459498699609
429,Falco peregrinus nesiotes,Falco peregrinus,495990,Falconiformes,Falconidae,759.95,Carnivore,Vertivore,Aerial,46153723.55,Grassland,3,2,111.12459498638832
430,Lonchura maja,,414889,Passeriformes,Estrildidae,12.5,Herbivore,Granivore,Generalist,768204.3,Wetland,3,1,111.12459498678476
431,Chroicocephalus novaehollandiae,Larus novaehollandiae,2547444,Charadriiformes,Laridae,268.99,Carnivore,Omnivore,Generalist,3365766.79,Coastal,3,1,111.12459498699609
432,Motacilla alba,,45807,Passeriformes,Motacillidae,23.93,Carnivore,Invertivore,Terrestrial,39488711.64,Human Modified,3,3,111.12459498737496
433,Spilornis cheela,,208451,Accipitriformes,Accipitridae,597.74,Carnivore,Vertivore,Insessorial,6837152.16,Forest,1,1,111.12459498742716
434,Caloenas nicobarica,,187106,Columbiformes,Columbidae,537.86,Herbivore,Omnivore,Terrestrial,475640.94,Forest,1,2,111.1245949859921
435,Catharus ustulatus,,91951,Passeriformes,Turdidae,30.3,Omnivore,Invertivore,Insessorial,7563735.28,Forest,1,3,111.12459498767358
436,Vireo griseus,,34948,Passeriformes,Vireonidae,11.4,Carnivore,Invertivore,Insessorial,3034548.86,Shrubland,2,3,111.12459498714064
437,Larus armenicus,,119635,Charadriiformes,Laridae,866.99,Carnivore,Aquatic predator,Generalist,92321.08,Wetland,3,3,111.1245949864939
438,Aquila heliaca,,52410,Accipitriformes,Accipitridae,3125.21,Carnivore,Vertivore,Generalist,9556213.62,Woodland,1,3,111.12459498678368
439,Falco peregrinus,,8954,Falconiformes,Falconidae,759.95,Carnivore,Vertivore,Aerial,46153723.55,Grassland,3,2,111.12459498638832
440,Vultur gryphus,,8924,Accipitriformes,Cathartidae,11236.1,Scavenger,Scavenger,Terrestrial,2543680.82,Grassland,3,2,111.1245949882291
441,Tadorna tadorna,,75865,Anseriformes,Anatidae,1146.83,Carnivore,Aquatic predator,Generalist,9435093.57,Coastal,3,2,111.12459498659506
442,Gymnorhina tibicen,,9132,Passeriformes,Artamidae,284.87,Carnivore,Invertivore,Terrestrial,6726971.95,Woodland,2,1,111.124594987154
443,Mergellus albellus,,107026,Anseriformes,Anatidae,608.55,Carnivore,Aquatic predator,Aquatic,11990223.32,Wetland,3,3,111.1245949865706
444,Branta leucopsis,,184711,Anseriformes,Anatidae,1683.97,Herbivore,Herbivore terrestrial,Terrestrial,178673.97,Grassland,3,3,111.1245949865724
445,Columba oenas,,160229,Columbiformes,Columbidae,290.79,Herbivore,Omnivore,Terrestrial,9272521.23,Woodland,3,1,111.12459498659176
446,Anas fulvigula,,75846,Anseriformes,Anatidae,843.42,Herbivore,Herbivore aquatic,Aquatic,1467257.69,Wetland,3,2,111.12459498653529
447,Aechmophorus occidentalis,,57236,Podicipediformes,Podicipedidae,1136.95,Carnivore,Aquatic predator,Aquatic,4866227.6,Wetland,3,3,111.1245949868723
448,Zonotrichia leucophrys,,44393,Passeriformes,Passerellidae,28.0,Omnivore,Omnivore,Generalist,7364178.61,Shrubland,2,3,111.12459498700332
449,Larosterna inca,,297811,Charadriiformes,Laridae,219.0,Carnivore,Aquatic predator,Aerial,476735.99,Marine,3,2,111.12459498634864
450,Spatula querquedula,Anas querquedula,75856,Anseriformes,Anatidae,325.6,Omnivore,Herbivore aquatic,Aquatic,16861397.11,Wetland,3,3,111.12459498699609
451,Chaetura pelagica,,8897,Apodiformes,Apodidae,23.6,Carnivore,Invertivore,Aerial,5841319.17,Human Modified,1,3,111.12459498803022
452,Corvus bennetti,,1196223,Passeriformes,Corvidae,389.0,Omnivore,Omnivore,Generalist,5681813.47,Shrubland,2,1,111.12459498676697
453,Motacilla cinerea,,56325,Passeriformes,Motacillidae,17.15,Carnivore,Invertivore,Terrestrial,19613139.17,Riverine,3,2,111.12459498733104
454,Pionus chalcopterus,,151768,Psittaciformes,Psittacidae,210.0,Herbivore,Frugivore,Insessorial,158502.65,Forest,1,1,111.12459498674302
455,Hieraaetus pennatus,,70275,Accipitriformes,Accipitridae,823.75,Carnivore,Vertivore,Generalist,6138248.03,Forest,1,3,111.12459498686056
456,Cygnus columbianus,,110926,Anseriformes,Anatidae,6377.96,Herbivore,Herbivore aquatic,Aquatic,5272186.12,Wetland,3,3,111.12459498660031
457,Corvus macrorhynchos,,36249,Passeriformes,Corvidae,513.14,Omnivore,Omnivore,Generalist,10555052.47,Woodland,2,1,111.12459498681903
458,Phoeniculus purpureus,,113189,Bucerotiformes,Phoeniculidae,73.21,Carnivore,Invertivore,Insessorial,12280558.03,Woodland,2,1,111.1245949879575
459,Neochen jubata,,8882,Anseriformes,Anatidae,1250.0,Herbivore,Herbivore terrestrial,Terrestrial,7934083.33,Riverine,3,2,111.12459498650884
460,Amazona farinosa,,151760,Psittaciformes,Psittacidae,625.99,Herbivore,Omnivore,Insessorial,7159608.21,Forest,1,1,111.1245949867706
461,Agamia agami,,706245,Pelecaniformes,Ardeidae,566.99,Carnivore,Aquatic predator,Terrestrial,7840247.37,Forest,2,1,111.12459498718792
462,Muscicapa striata,,1293958,Passeriformes,Muscicapidae,15.9,Carnivore,Invertivore,Insessorial,16752202.89,Forest,1,3,111.12459498774857
463,Milvus migrans,,52810,Accipitriformes,Accipitridae,734.1,Omnivore,Omnivore,Aerial,59168603.49,Woodland,3,3,111.12459498719328
464,Plectropterus gambensis,,658924,Anseriformes,Anatidae,3869.0,Herbivore,Omnivore,Terrestrial,15772780.82,Wetland,3,3,111.12459498661671
465,Petroica traversi,,228564,Passeriformes,Petroicidae,23.5,Carnivore,Invertivore,Insessorial,3.9,Forest,1,2,111.1245949879741
466,Branta hutchinsii,,371860,Anseriformes,Anatidae,2811.68,Herbivore,Herbivore terrestrial,Terrestrial,1274687.67,Grassland,3,3,111.1245949865724
467,Grus virgo,,9111,Gruiformes,Gruidae,2417.0,Omnivore,Omnivore,Terrestrial,8896222.51,Grassland,3,3,111.1245949867901
468,Gerygone albofrontata,,1389957,Passeriformes,Acanthizidae,10.26,Carnivore,Invertivore,Generalist,790.01,Forest,1,1,111.12459498676228
469,Neopsephotus bourkii,,309878,Psittaciformes,Psittacidae,44.4,Herbivore,Granivore,Terrestrial,1717936.07,Shrubland,2,1,111.1245949868666
470,Larus fuscus,,8915,Charadriiformes,Laridae,762.36,Carnivore,Aquatic predator,Generalist,4200335.24,Coastal,3,2,111.1245949864894
471,Chrysolophus amherstiae,,9088,Galliformes,Phasianidae,732.47,Omnivore,Omnivore,Terrestrial,384241.58,Forest,1,1,111.1245949865235
472,Melanitta fusca,,371864,Anseriformes,Anatidae,1800.17,Carnivore,Aquatic predator,Aquatic,16433860.14,Wetland,3,3,111.12459498653747
473,Amazona rhodocorytha,,244082,Psittaciformes,Psittacidae,474.34,Herbivore,Frugivore,Insessorial,2672.56,Forest,1,1,111.12459498686408
474,Calidris acuminata,,192723,Charadriiformes,Scolopacidae,66.08,Carnivore,Aquatic predator,Terrestrial,348177.87,Wetland,3,3,111.12459498627368
475,Sula variegata,,57663,Suliformes,Sulidae,1432.48,Carnivore,Aquatic predator,Aerial,229733.56,Marine,3,2,111.1245949871988
476,Vanellus chilensis,,50404,Charadriiformes,Charadriidae,327.0,Carnivore,Omnivore,Terrestrial,13321164.29,Grassland,3,1,111.1245949870554
477,Burhinus oedicnemus,,85105,Charadriiformes,Burhinidae,459.0,Carnivore,Invertivore,Terrestrial,13080577.64,Grassland,3,3,111.12459498682658
478,Lonchura striata,,40157,Passeriformes,Estrildidae,12.3,Herbivore,Granivore,Insessorial,5429668.12,Shrubland,3,1,111.12459498687244
479,Guira guira,,30392,Cuculiformes,Crotophagidae,141.0,Carnivore,Invertivore,Terrestrial,8027232.35,Human Modified,3,1,111.12459498770936
480,Turdus iliacus,,411526,Passeriformes,Turdidae,61.2,Omnivore,Invertivore,Insessorial,11966382.53,Forest,1,3,111.1245949876241
481,Garrulus glandarius,,56783,Passeriformes,Corvidae,159.46,Omnivore,Omnivore,Insessorial,22919550.27,Forest,1,2,111.12459498678864
482,Recurvirostra novaehollandiae,,2202208,Charadriiformes,Recurvirostridae,325.0,Carnivore,Aquatic predator,Terrestrial,307841.69,Wetland,3,2,111.12459498758616
483,Cypseloides niger,,46500,Apodiformes,Apodidae,39.67,Carnivore,Invertivore,Aerial,1303249.37,Forest,1,2,111.12459498798218
484,Pyrrhura cruentata,,311901,Psittaciformes,Psittacidae,75.9,Herbivore,Omnivore,Insessorial,10274.69,Forest,1,1,111.12459498685416
485,Falco columbarius,,8953,Falconiformes,Falconidae,188.5,Carnivore,Vertivore,Aerial,26326086.22,Woodland,3,3,111.12459498604606
486,Cacatua galerita,,141274,Psittaciformes,Cacatuidae,720.43,Herbivore,Omnivore,Insessorial,3905044.34,Forest,1,1,111.12459498735812
487,Estrilda troglodytes,,247541,Passeriformes,Estrildidae,7.6,Herbivore,Granivore,Generalist,1962649.25,Shrubland,2,1,111.12459498686108
488,Gymnogyps californianus,,33616,Accipitriformes,Cathartidae,8442.74,Scavenger,Scavenger,Terrestrial,101747.84,Shrubland,3,1,111.1245949885901
489,Willisornis poecilinotus,,292820,Passeriformes,Thamnophilidae,18.4,Carnivore,Invertivore,Insessorial,6405171.4,Forest,1,1,111.12459498785547
490,Gavia immer,,37039,Gaviiformes,Gaviidae,4956.81,Carnivore,Aquatic predator,Aquatic,9453280.12,Wetland,3,3,111.12459498712462
491,Aythya baeri,,1177618,Anseriformes,Anatidae,681.23,Omnivore,Herbivore aquatic,Aquatic,2258041.25,Wetland,3,3,111.12459498656756
492,Cacatua sanguinea,,274074,Psittaciformes,Cacatuidae,523.69,Herbivore,Granivore,Terrestrial,5297412.63,Woodland,2,1,111.1245949872625
493,Passer domesticus,,48849,Passeriformes,Passeridae,26.51,Herbivore,Granivore,Terrestrial,34661699.72,Human Modified,3,1,111.12459498770484
494,Calidris canutus,,227173,Charadriiformes,Scolopacidae,141.87,Carnivore,Aquatic predator,Terrestrial,1604194.57,Coastal,3,3,111.12459498635316
495,Acridotheres tristis,,279927,Passeriformes,Sturnidae,116.43,Carnivore,Omnivore,Terrestrial,8561587.67,Human Modified,3,2,111.12459498727362
496,Spheniscus humboldti,,9240,Sphenisciformes,Spheniscidae,4366.39,Carnivore,Aquatic predator,Aquatic,73314.02,Marine,3,2,111.1245949872258
497,Camarhynchus pallidus,,48878,Passeriformes,Thraupidae,23.1,Carnivore,Invertivore,Insessorial,6852.84,Shrubland,2,1,111.1245949877344
498,Neophema pulchella,,678582,Psittaciformes,Psittacidae,41.37,Herbivore,Omnivore,Insessorial,492396.14,Forest,2,1,111.124594986618
499,Merops apiaster,,265611,Coraciiformes,Meropidae,56.6,Carnivore,Invertivore,Insessorial,11028502.02,Woodland,2,3,111.12459498706043
500,Catharus fuscescens,,159581,Passeriformes,Turdidae,31.9,Carnivore,Invertivore,Terrestrial,3681872.46,Forest,1,3,111.12459498769984
501,Todiramphus sanctus,,342380,Coraciiformes,Alcedinidae,52.96,Carnivore,Invertivore,Insessorial,5939587.69,Woodland,2,3,111.1245949864781
502,Cracticus torquatus,,1120791,Passeriformes,Artamidae,82.88,Omnivore,Omnivore,Insessorial,6403052.57,Woodland,2,1,111.1245949870084
503,Limnodromus griseus,,279949,Charadriiformes,Scolopacidae,110.53,Carnivore,Aquatic predator,Terrestrial,2380406.64,Wetland,3,3,111.12459498672467
504,Aquila chrysaetos,,8962,Accipitriformes,Accipitridae,4247.97,Carnivore,Vertivore,Aerial,39450257.98,Grassland,3,2,111.12459498676638
505,Platycercus eximius,,141282,Psittaciformes,Psittacidae,104.0,Herbivore,Omnivore,Insessorial,1075798.21,Woodland,2,1,111.1245949866459
506,Larus argentatus,,35669,Charadriiformes,Laridae,1090.99,Carnivore,Aquatic predator,Generalist,13888864.47,Coastal,3,2,111.12459498649956
507,Gallus gallus,,9031,Galliformes,Phasianidae,751.72,Herbivore,Omnivore,Terrestrial,5096258.34,Forest,1,1,111.1245949867023
508,Amazona oratrix,,152276,Psittaciformes,Psittacidae,476.94,Herbivore,Omnivore,Insessorial,48119.81,Forest,2,1,111.12459498674411
509,Primolius maracana,,178894,Psittaciformes,Psittacidae,256.0,Herbivore,Frugivore,Insessorial,3458797.75,Forest,1,1,111.12459498704273
510,Burhinus grallarius,,585466,Charadriiformes,Burhinidae,648.07,Carnivore,Invertivore,Terrestrial,2586160.81,Woodland,3,3,111.12459498662449
511,Formicarius analis,,123377,Passeriformes,Formicariidae,62.19,Carnivore,Invertivore,Terrestrial,5715479.2,Forest,1,1,111.1245949871324
512,Anthochaera chrysoptera,,266367,Passeriformes,Meliphagidae,67.8,Herbivore,Nectarivore,Insessorial,671226.2,Forest,2,1,111.12459498705336
513,Fulica armillata,,555254,Gruiformes,Rallidae,1040.0,Herbivore,Herbivore aquatic,Aquatic,2733323.64,Wetland,3,1,111.1245949866952
514,Chroicocephalus genei,Larus genei,1569666,Charadriiformes,Laridae,281.0,Carnivore,Aquatic predator,Generalist,1728211.09,Coastal,3,2,111.12459498699609
515,Aythya fuligula,,219594,Anseriformes,Anatidae,701.17,Omnivore,Herbivore aquatic,Aquatic,20377977.97,Wetland,3,2,111.12459498659956
516,Columba palumbus,,8934,Columbiformes,Columbidae,490.0,Herbivore,Omnivore,Terrestrial,11947217.36,Woodland,2,1,111.1245949865516
517,Bubo bubo,,30461,Strigiformes,Strigidae,2668.51,Carnivore,Vertivore,Insessorial,31974373.19,Rock,2,1,111.12459498801262
518,Pionites leucogaster,,345186,Psittaciformes,Psittacidae,155.0,Herbivore,Frugivore,Insessorial,3419237.61,Forest,1,1,111.12459498688264
519,Eupsittula canicularis,Aratinga canicularis,752200,Psittaciformes,Psittacidae,85.0,Herbivore,Frugivore,Insessorial,269642.12,Woodland,2,1,111.12459498699609
520,Morus bassanus,,37578,Suliformes,Sulidae,2998.74,Carnivore,Aquatic predator,Aerial,18270100.05,Marine,3,2,111.1245949872196
521,Picoides villosus,,51356,Piciformes,Picidae,62.65,Carnivore,Invertivore,Insessorial,13332874.44,Forest,1,1,111.12459498775844
522,Eupodotis senegalensis,,89385,Otidiformes,Otididae,585.0,Omnivore,Omnivore,Terrestrial,4886826.68,Grassland,3,1,111.12459498745788
523,Calandrella cinerea,,1364912,Passeriformes,Alaudidae,23.7,Omnivore,Granivore,Terrestrial,6124507.42,Grassland,3,2,111.12459498679684
524,Ploceus melanocephalus,,441723,Passeriformes,Ploceidae,23.02,Omnivore,Granivore,Insessorial,1181602.18,Wetland,2,1,111.12459498695608
525,Crotophaga ani,,103947,Cuculiformes,Crotophagidae,110.09,Carnivore,Omnivore,Insessorial,14110810.9,Human Modified,3,1,111.12459498765936
526,Oxyura jamaicensis,,8884,Anseriformes,Anatidae,608.15,Omnivore,Aquatic predator,Aquatic,8821560.01,Wetland,3,1,111.12459498665368
527,Pteroglossus viridis,,285011,Piciformes,Ramphastidae,135.0,Herbivore,Frugivore,Insessorial,1558794.85,Forest,1,1,111.12459498729588
528,Meleagris gallopavo intermedia,Meleagris gallopavo,109972,Galliformes,Phasianidae,5791.37,Herbivore,Omnivore,Terrestrial,7259958.92,Forest,2,1,111.1245949865678
529,Poicephalus rueppellii,,1549155,Psittaciformes,Psittacidae,116.0,Herbivore,Omnivore,Insessorial,597941.08,Shrubland,2,1,111.1245949866882
530,Leptotila rufaxilla,,115657,Columbiformes,Columbidae,157.0,Herbivore,Granivore,Terrestrial,11668214.68,Forest,1,1,111.12459498588098
531,Ardenna carneipes,Puffinus carneipes,1934105,Procellariiformes,Procellariidae,609.0,Carnivore,Aquatic predator,Aerial,117469913.7,Marine,3,3,111.12459498699609
532,Dendrocopos leucotos,,81522,Piciformes,Picidae,116.8,Carnivore,Invertivore,Insessorial,11181512.15,Forest,1,1,111.1245949877535
533,Turdus serranus,,411531,Passeriformes,Turdidae,84.9,Omnivore,Invertivore,Generalist,408915.41,Forest,1,1,111.12459498765612
534,Anthornis melanura,,698975,Passeriformes,Meliphagidae,26.91,Herbivore,Nectarivore,Insessorial,212871.76,Forest,1,1,111.12459498724472
535,Myiobius barbatus,,190023,Passeriformes,Tyrannidae,11.0,Carnivore,Invertivore,Insessorial,6231670.56,Forest,1,1,111.12459498698172
536,Sturnus cineraceus,,36269,Passeriformes,Sturnidae,83.0,Carnivore,Invertivore,Terrestrial,5348180.01,Grassland,3,1,111.12459498728671
537,Hylocichla mustelina,,172420,Passeriformes,Turdidae,50.09,Omnivore,Invertivore,Generalist,3494414.7,Forest,1,3,111.12459498779012
538,Dendrocygna autumnalis,,8873,Anseriformes,Anatidae,755.3,Herbivore,Herbivore terrestrial,Terrestrial,9443719.89,Wetland,3,2,111.12459498651656
539,Cacatua moluccensis,,136504,Psittaciformes,Cacatuidae,834.99,Herbivore,Granivore,Insessorial,18195.28,Forest,1,1,111.12459498719748
540,Podiceps auritus,,37050,Podicipediformes,Podicipedidae,453.0,Carnivore,Aquatic predator,Aquatic,16211072.27,Wetland,3,3,111.12459498726189
541,Mareca americana,Anas americana,75832,Anseriformes,Anatidae,754.61,Herbivore,Omnivore,Terrestrial,8979266.49,Wetland,3,3,111.12459498699609
